order_id,order_date,region,city,category,product,channel,segment,units,unit_price,discount_pct,revenue,cost,profit,returned,customer_id
ORD-101207,2024-04-03,North,Chandigarh,Beauty,Sunscreen SPF50,Online,Consumer,6,997.11,,5982.66,3822.14,-1943.35,Yes,CUST-1181
ORD-101208,2024-04-03,North,Delhi,Beauty,Vitamin C Serum,Online,Consumer,3,687.8,0.0,2063.4,1177.86,885.54,No,CUST-1079
ORD-101209,2024-04-03,West,Ahmedabad,Beauty,Vitamin C Serum,Retail Store,Consumer,1,1401.23,,1261.11,844.71,416.4,No,CUST-1239
ORD-101210,2024-04-04,East,Patna,Beauty,Hair Oil,Retail Store,Consumer,7,697.0,0.0,4879.0,3178.08,1700.92,No,CUST-1885
ORD-101211,2024-04-04,West,Surat,Home & Kitchen,Cookware Set,Online,Corporate,2,3591.05,0.0,7182.1,4789.36,2392.74,No,CUST-1691
ORD-101212,2024-04-04,South,Bengaluru,Electronics,Bluetooth Speaker,Partner,Consumer,5,6879.49,0.0,34397.45,18342.95,16054.5,No,CUST-1666
ORD-101213,2024-04-04,South,Bengaluru,Home & Kitchen,Espresso Machine,Online,Consumer,1,4054.54,0.2,3243.63,2281.03,962.6,No,CUST-1244
ORD-101214,2024-04-05,South,Hyderabad,Electronics,Power Bank,Partner,Home Office,1,4200.81,0.1,3780.73,2529.81,1250.92,No,CUST-1421
ORD-101215,2024-04-05,North,Delhi,Electronics,Smart Watch,Retail Store,Corporate,8,9140.56,0.3,51187.14,25241.11,25946.03,No,CUST-1633
ORD-101216,2024-04-05,North,Chandigarh,Electronics,Smart Watch,Online,Consumer,6,4919.7,0.05,28042.29,14471.42,13570.87,No,CUST-1852
ORD-101217,2024-04-05,South,Chennai,Beauty,Face Wash,Retail Store,Consumer,1,1006.47,0.0,1006.47,552.87,-103.78,Yes,CUST-1525
ORD-101218,2024-04-05,North,Chandigarh,Beauty,Face Wash,Retail Store,Consumer,1,1003.66,0.0,1003.66,761.67,241.99,No,CUST-1019
ORD-101219,2024-04-06,West,Mumbai,Sports,Yoga Mat,Retail Store,Consumer,4,3302.48,0.3,9246.94,5156.98,4089.96,No,CUST-1769
ORD-101220,2024-04-06,North,Lucknow,Sports,Cricket Bat,Retail Store,Corporate,6,3147.24,0.15,16050.92,7328.21,8722.71,No,CUST-1840
ORD-101221,2024-04-06,North,Chandigarh,Sports,Yoga Mat,Online,Consumer,4,2337.47,0.0,9349.88,4644.43,4705.45,No,CUST-1030
ORD-101222,2024-04-07,East,Kolkata,Electronics,4K Monitor,Online,Home Office,7,5864.19,0.15,34891.93,16071.81,18820.12,No,CUST-1353
ORD-101223,2024-04-07,North,Jaipur,Beauty,Hair Oil,Online,Corporate,6,1000.45,0.15,5102.3,2974.32,2127.98,No,CUST-1881
ORD-101224,2024-04-08,West,Mumbai,Beauty,Hair Oil,Online,Home Office,5,1226.75,0.0,6133.75,4373.74,-1059.52,Yes,CUST-1858
ORD-101225,2024-04-08,East,Guwahati,Beauty,Hair Oil,Online,Consumer,3,782.64,0.2,1878.34,1124.46,753.88,No,CUST-1867
ORD-101226,2024-04-08,North,Jaipur,Electronics,Power Bank,Online,Corporate,6,9128.19,0.0,54769.14,39809.94,-13289.67,Yes,CUST-1877
ORD-101227,2024-04-08,East,Kolkata,Electronics,Smart Watch,Online,Corporate,7,5266.65,0.0,36866.55,17168.19,19698.36,No,CUST-1020
ORD-101228,2024-04-08,East,Bhubaneswar,Sports,Cricket Bat,Online,Corporate,1,2855.26,0.2,2284.21,1381.97,902.24,No,CUST-1135
ORD-101229,2024-04-09,East,Bhubaneswar,Electronics,Bluetooth Speaker,Online,Consumer,6,4710.82,0.1,25438.43,18054.54,7383.89,No,CUST-1449
ORD-101230,2024-04-09,West,Mumbai,Apparel,Rain Jacket,Online,Consumer,8,1506.45,0.0,12051.6,8106.61,-5861.81,Yes,CUST-1542
ORD-101231,2024-04-10,East,Kolkata,Apparel,Denim Jeans,Partner,Consumer,4,1703.33,0.0,6813.32,4983.48,1829.84,No,CUST-1361
ORD-101232,2024-04-12,South,Bengaluru,Electronics,Wireless Earbuds,Partner,Consumer,7,4977.12,0.15,29613.86,16002.31,13611.55,No,CUST-1241
ORD-101233,2024-04-12,North,Chandigarh,Electronics,Bluetooth Speaker,Retail Store,Home Office,3,5752.6,0.2,13806.24,8494.71,5311.53,No,CUST-1228
ORD-101234,2024-04-13,East,Guwahati,Sports,Running Shoes,Online,Corporate,2,2247.04,0.0,4494.08,3026.18,1467.9,No,CUST-1542
ORD-101235,2024-04-13,West,Mumbai,Beauty,Hair Oil,Retail Store,Consumer,7,1216.77,0.05,8091.52,4091.09,4000.43,No,CUST-1880
ORD-101236,2024-04-14,South,Bengaluru,Sports,Running Shoes,Online,Consumer,3,2371.37,,6758.4,4860.75,1897.65,No,CUST-1743
ORD-101237,2024-04-14,East,Patna,Electronics,4K Monitor,Online,Consumer,7,5088.46,0.3,24933.45,13782.84,11150.61,No,CUST-1157
ORD-101238,2024-04-14,South,Chennai,Electronics,Power Bank,Partner,Corporate,3,5787.41,0.25,13021.67,6260.71,6760.96,No,CUST-1133
ORD-101239,2024-04-14,East,Bhubaneswar,Apparel,Denim Jeans,Online,Home Office,4,2573.41,0.0,10293.64,7233.15,3060.49,No,CUST-1237
ORD-101240,2024-04-15,West,Pune,Apparel,Rain Jacket,Partner,Consumer,6,2212.32,0.1,11946.53,8155.37,3791.16,No,CUST-1659
ORD-101241,2024-04-15,North,Delhi,Electronics,Power Bank,Retail Store,Consumer,3,6199.48,0.3,13018.91,9655.01,3363.9,No,CUST-1007
ORD-101242,2024-04-15,North,Jaipur,Beauty,Hair Oil,Online,Home Office,7,723.49,0.05,4811.21,3581.39,1229.82,No,CUST-1633
ORD-101243,2024-04-15,South,Bengaluru,Sports,Dumbbell Set,Online,Corporate,1,2147.32,0.0,2147.32,1163.66,983.66,No,CUST-1522
ORD-101244,2024-04-16,South,Hyderabad,Apparel,Wool Sweater,Retail Store,Corporate,1,1519.41,0.0,1519.41,1005.32,514.09,No,CUST-1593
ORD-101245,2024-04-16,South,Chennai,Apparel,Denim Jeans,Online,Consumer,1,2722.23,0.15,2313.9,1804.17,509.73,No,CUST-1774
ORD-101246,2024-04-16,North,Jaipur,Apparel,Denim Jeans,Online,Consumer,3,2361.55,0.3,4959.26,2630.67,2328.59,No,CUST-1531
ORD-101247,2024-04-17,South,Bengaluru,Electronics,Smart Watch,Online,Corporate,1,5142.49,0.0,5142.49,3116.6,2025.89,No,CUST-1559
ORD-101248,2024-04-17,South,Kochi,Electronics,Bluetooth Speaker,Partner,Consumer,4,5558.43,0.0,22233.72,16683.18,5550.54,No,CUST-1432
ORD-101249,2024-04-18,South,Bengaluru,Apparel,Wool Sweater,Online,Corporate,1,1731.69,0.0,1731.69,838.17,893.52,No,CUST-1586
ORD-101250,2024-04-18,East,Bhubaneswar,Apparel,Rain Jacket,Partner,Corporate,7,1703.79,0.05,11330.2,8569.28,-1927.23,Yes,CUST-1342
ORD-101251,2024-04-18,East,Patna,Home & Kitchen,Chef Knife,Retail Store,Consumer,2,5161.37,0.0,10322.74,6308.14,4014.6,No,CUST-1059
ORD-101252,2024-04-19,East,Bhubaneswar,Beauty,Face Wash,Online,Consumer,8,991.53,0.0,7932.24,5907.17,2025.07,No,CUST-1022
ORD-101253,2024-04-19,East,Bhubaneswar,Electronics,Power Bank,Online,Corporate,7,9260.4,0.15,55099.38,36092.99,19006.39,No,CUST-1643
ORD-101254,2024-04-19,East,Patna,Electronics,Bluetooth Speaker,Retail Store,Home Office,6,8100.83,0.25,36453.74,24481.37,11972.37,No,CUST-1573
ORD-101255,2024-04-19,South,Bengaluru,Electronics,Wireless Earbuds,Online,Consumer,7,8184.92,0.0,57294.44,40397.47,16896.97,No,CUST-1368
ORD-101256,2024-04-20,East,Patna,Electronics,Bluetooth Speaker,Online,Corporate,7,7294.15,0.1,45953.14,21697.0,24256.14,No,CUST-1671
ORD-101257,2024-04-20,North,Chandigarh,Home & Kitchen,Espresso Machine,Online,Consumer,7,4255.5,0.15,25320.22,16639.53,8680.69,No,CUST-1426
ORD-101258,2024-04-21,North,Jaipur,Beauty,Hair Oil,Retail Store,Home Office,5,1198.97,0.2,4795.88,3620.41,1175.47,No,CUST-1229
ORD-101259,2024-04-21,South,Chennai,Beauty,Vitamin C Serum,Retail Store,Corporate,5,978.48,0.3,3424.68,2621.66,803.02,No,CUST-1526
ORD-101260,2024-04-21,West,Ahmedabad,Home & Kitchen,Chef Knife,Online,Consumer,4,6377.92,0.25,19133.76,14724.31,4409.45,No,CUST-1340
ORD-101261,2024-04-22,East,Patna,Apparel,Wool Sweater,Online,Corporate,5,2308.96,0.0,11544.8,7655.64,3889.16,No,CUST-1877
ORD-101262,2024-04-22,North,Chandigarh,Electronics,Bluetooth Speaker,Online,Corporate,4,6729.47,0.3,18842.52,12416.93,6425.59,No,CUST-1649
ORD-101263,2024-04-22,South,Bengaluru,Apparel,Rain Jacket,Retail Store,Corporate,1,2180.42,0.0,2180.42,1378.71,801.71,No,CUST-1673
ORD-101264,2024-04-23,North,Jaipur,Apparel,Denim Jeans,Online,Consumer,8,2933.74,0.3,16428.94,10686.9,5742.04,No,CUST-1619
ORD-101265,2024-04-23,East,Bhubaneswar,Beauty,Vitamin C Serum,Partner,Corporate,6,726.29,0.0,4357.74,2841.24,1516.5,No,CUST-1615
ORD-101266,2024-04-24,West,Pune,Apparel,Denim Jeans,Retail Store,Corporate,6,2980.55,0.0,17883.3,8297.76,9585.54,No,CUST-1695
ORD-101267,2024-04-24,South,Kochi,Electronics,Power Bank,Online,Consumer,3,6107.11,0.0,18321.33,8781.92,-4054.8,Yes,CUST-1388
ORD-101268,2024-04-24,South,Hyderabad,Electronics,Smart Watch,Retail Store,Consumer,7,4398.75,0.0,30791.25,20150.02,10641.23,No,CUST-1739
ORD-101269,2024-04-25,North,Delhi,Electronics,Power Bank,Retail Store,Home Office,5,5315.99,,23921.96,13245.38,10676.58,No,CUST-1031
ORD-101270,2024-04-25,South,,Sports,Running Shoes,Retail Store,Corporate,1,1835.48,0.15,1560.16,857.26,702.9,No,CUST-1599
ORD-101271,2024-04-27,West,Mumbai,Electronics,Smart Watch,Online,Consumer,8,7288.8,0.2,46648.32,23969.56,22678.76,No,CUST-1484
ORD-101272,2024-04-27,East,Guwahati,Electronics,Smart Watch,Partner,Corporate,8,4917.68,0.0,39341.44,28103.68,11237.76,No,CUST-1007
ORD-101273,2024-04-28,South,Chennai,Electronics,Smart Watch,Online,Consumer,7,6611.23,0.0,46278.61,35552.54,10726.07,No,CUST-1594
ORD-101274,2024-04-28,South,Kochi,Beauty,Sunscreen SPF50,Retail Store,Corporate,4,1327.79,0.0,5311.16,3490.28,1820.88,No,CUST-1002
ORD-101275,2024-04-28,North,Lucknow,Apparel,Rain Jacket,Online,Consumer,2,1811.38,,3622.76,2760.5,862.26,No,CUST-1633
ORD-101276,2024-04-28,North,Jaipur,Home & Kitchen,Air Fryer,Online,Consumer,1,4429.96,0.2,3543.97,2628.5,915.47,No,CUST-1471
ORD-101277,2024-04-29,North,Chandigarh,Apparel,Rain Jacket,Partner,Home Office,6,1516.68,0.15,7735.07,4037.06,3698.01,No,CUST-1547
ORD-101278,2024-04-29,South,Hyderabad,Electronics,Smart Watch,Online,Corporate,8,5835.21,0.0,46681.68,23371.82,23309.86,No,CUST-1548
ORD-101279,2024-04-29,West,Ahmedabad,Beauty,Sunscreen SPF50,Online,Consumer,1,1665.87,0.0,1665.87,865.96,799.91,No,CUST-1270
ORD-101280,2024-04-29,South,Hyderabad,Electronics,4K Monitor,Retail Store,,6,7474.95,0.3,31394.79,15124.41,16270.38,No,CUST-1560
ORD-101281,2024-04-29,North,Lucknow,Electronics,4K Monitor,Online,Home Office,1,6011.94,0.15,5110.15,3282.51,1827.64,No,CUST-1198
ORD-101282,2024-04-29,North,Lucknow,Home & Kitchen,Air Fryer,Retail Store,Corporate,7,4078.45,0.0,28549.15,15510.03,13039.12,No,CUST-1682
ORD-101283,2024-04-29,North,Lucknow,Electronics,Smart Watch,Partner,Consumer,1,6326.1,0.3,4428.27,3326.79,1101.48,No,CUST-1081
ORD-101284,2024-04-30,East,Kolkata,Electronics,Power Bank,Online,Consumer,8,6569.87,0.0,52558.96,34290.76,18268.2,No,CUST-1127
ORD-101285,2024-04-30,South,Chennai,Beauty,Vitamin C Serum,Retail Store,Corporate,2,966.55,0.0,1933.1,1099.3,833.8,No,CUST-1632
ORD-101286,2024-04-30,East,Guwahati,Apparel,Denim Jeans,Partner,Home Office,4,2378.16,0.2,7610.11,5897.31,1712.8,No,CUST-1051
ORD-101287,2024-04-30,East,,Electronics,Bluetooth Speaker,Partner,Consumer,6,5050.05,0.1,27270.27,20849.6,6420.67,No,CUST-1873
ORD-101288,2024-05-01,North,Chandigarh,Apparel,Rain Jacket,Online,Consumer,7,1864.65,0.0,13052.55,9227.41,3825.14,No,CUST-1027
ORD-101289,2024-05-01,East,Bhubaneswar,Home & Kitchen,Chef Knife,Retail Store,Consumer,3,5659.12,0.25,12733.02,9056.43,3676.59,No,CUST-1472
ORD-101290,2024-05-01,West,Pune,Electronics,Wireless Earbuds,Retail Store,Consumer,8,5267.92,0.0,42143.36,32555.71,9587.65,No,CUST-1885
ORD-101291,2024-05-01,South,Chennai,Electronics,Smart Watch,Online,Corporate,1,8229.77,0.2,6583.82,4267.31,2316.51,No,CUST-1605
ORD-101292,2024-05-01,North,Jaipur,Home & Kitchen,Chef Knife,Retail Store,Consumer,4,5219.26,0.05,19833.19,14684.62,5148.57,No,CUST-1569
ORD-101293,2024-05-02,West,Surat,Home & Kitchen,Cookware Set,Online,Corporate,8,3130.77,,20036.93,9445.27,10591.66,No,CUST-1623
ORD-101294,2024-05-02,West,Pune,Sports,Cricket Bat,Online,Corporate,3,3287.45,0.3,6903.64,4368.9,2534.74,No,CUST-1635
ORD-101295,2024-05-03,South,Bengaluru,Apparel,Denim Jeans,Online,Consumer,5,1488.7,0.2,5954.8,3667.15,2287.65,No,CUST-1145
ORD-101296,2024-05-03,South,Kochi,Electronics,Bluetooth Speaker,Retail Store,Home Office,4,8181.37,0.3,22907.84,10593.7,12314.14,No,CUST-1277
ORD-101297,2024-05-04,North,Delhi,Apparel,Cotton T-Shirt,Online,Consumer,4,2237.11,0.1,8053.6,3855.21,4198.39,No,CUST-1172
ORD-101298,2024-05-04,East,Bhubaneswar,Home & Kitchen,Chef Knife,Online,Consumer,7,7375.71,0.0,51629.97,23605.58,28024.39,No,CUST-1190
ORD-101299,2024-05-04,South,Kochi,Electronics,Power Bank,Online,Consumer,5,8776.26,0.1,39493.17,21603.75,17889.42,No,CUST-1187
ORD-101300,2024-05-05,North,Jaipur,Home & Kitchen,Air Fryer,Online,Consumer,6,4019.62,0.1,21705.95,10150.98,11554.97,No,CUST-1574
ORD-101301,2024-05-06,East,Guwahati,Electronics,Bluetooth Speaker,Partner,Consumer,5,3946.29,0.2,15785.16,9307.6,6477.56,No,CUST-1839
ORD-101302,2024-05-06,West,Pune,Beauty,Hair Oil,Online,Home Office,8,987.6,0.0,7900.8,5674.4,2226.4,No,CUST-1503
ORD-101303,2024-05-06,West,Mumbai,Beauty,Face Wash,Online,Consumer,4,866.29,0.2,2772.13,1808.99,963.14,No,CUST-1014
ORD-101304,2024-05-07,North,Delhi,Apparel,Cotton T-Shirt,Partner,Consumer,7,3321.28,,22086.51,14849.88,7236.63,No,CUST-1623
ORD-101305,2024-05-07,North,Delhi,Sports,Dumbbell Set,Online,Corporate,5,3209.06,0.2,12836.24,5909.77,6926.47,No,CUST-1487
ORD-101306,2024-05-07,West,Pune,Sports,Cricket Bat,Online,Home Office,7,3877.53,0.05,25785.57,18747.24,7038.33,No,CUST-1699
ORD-101307,2024-05-07,West,Ahmedabad,Electronics,Bluetooth Speaker,Retail Store,Consumer,8,6666.36,0.05,50664.34,25243.14,25421.2,No,CUST-1339
ORD-101308,2024-05-08,South,Bengaluru,Apparel,Cotton T-Shirt,Retail Store,Consumer,2,2277.48,0.0,4554.96,2504.66,2050.3,No,CUST-1385
ORD-101309,2024-05-08,East,Patna,Home & Kitchen,Air Fryer,Online,Consumer,3,5213.75,0.25,11730.94,7279.54,4451.4,No,CUST-1593
ORD-101310,2024-05-09,South,Hyderabad,Electronics,Power Bank,Retail Store,Consumer,3,8848.45,0.0,26545.35,20092.12,6453.23,No,CUST-1636
ORD-101311,2024-05-09,South,Bengaluru,Apparel,Wool Sweater,Retail Store,Consumer,4,2535.11,0.0,10140.44,7903.35,2237.09,No,CUST-1198
ORD-101312,2024-05-09,North,Lucknow,Electronics,Smart Watch,Retail Store,Corporate,4,5462.74,0.05,20758.41,14702.73,6055.68,No,CUST-1527
ORD-101313,2024-05-10,North,Delhi,Sports,Yoga Mat,Online,Consumer,1,4370.61,0.0,4370.61,3018.67,1351.94,No,CUST-1865
ORD-101314,2024-05-10,North,Chandigarh,Apparel,Denim Jeans,Retail Store,Consumer,8,2220.8,0.3,12436.48,7762.04,4674.44,No,CUST-1058
ORD-101315,2024-05-11,West,Pune,Beauty,Vitamin C Serum,Online,Corporate,7,1068.1,0.05,7102.86,4756.48,2346.38,No,CUST-1298
ORD-101316,2024-05-11,North,Chandigarh,Apparel,Rain Jacket,Retail Store,Consumer,5,896.41,0.0,4482.05,2230.54,2251.51,No,CUST-1480
ORD-101317,2024-05-11,North,Lucknow,Electronics,4K Monitor,Partner,Consumer,3,8119.3,0.0,24357.9,13124.88,-12083.05,Yes,CUST-1833
ORD-101318,2024-05-11,South,Kochi,Beauty,Vitamin C Serum,Retail Store,Corporate,7,1214.09,0.0,8498.63,6585.86,1912.77,No,CUST-1871
ORD-101319,2024-05-12,North,Jaipur,Electronics,Power Bank,Retail Store,Consumer,3,7284.09,0.15,18574.43,14363.1,4211.33,No,CUST-1530
ORD-101320,2024-05-12,North,Chandigarh,Electronics,Power Bank,Online,Consumer,3,6496.91,0.1,17541.66,9763.35,7778.31,No,CUST-1492
ORD-101321,2024-05-12,South,Kochi,Apparel,Rain Jacket,Online,Consumer,8,2075.88,0.0,16607.04,8794.19,7812.85,No,CUST-1373
ORD-101322,2024-05-12,South,Hyderabad,Home & Kitchen,Espresso Machine,Online,Consumer,8,4835.52,0.25,29013.12,15253.39,13759.73,No,CUST-1400
ORD-101323,2024-05-13,East,Patna,Apparel,Cotton T-Shirt,Online,Consumer,5,2619.73,0.15,11133.85,6791.71,4342.14,No,CUST-1660
ORD-101324,2024-05-13,West,Pune,Electronics,Power Bank,Retail Store,Consumer,2,8136.71,0.05,15459.75,8098.48,7361.27,No,CUST-1489
ORD-101325,2024-05-13,North,Jaipur,Apparel,Cotton T-Shirt,Retail Store,Consumer,1,2257.43,0.1,2031.69,1349.05,-594.15,Yes,CUST-1497
ORD-101326,2024-05-13,West,Ahmedabad,Electronics,4K Monitor,Online,Consumer,8,8625.98,0.15,58656.66,27843.76,30812.9,No,CUST-1759
ORD-101327,2024-05-14,West,Surat,Electronics,Bluetooth Speaker,Online,Consumer,3,7013.43,0.0,21040.29,10187.99,10852.3,No,CUST-1124
ORD-101328,2024-05-15,West,Surat,Apparel,Cotton T-Shirt,Retail Store,Corporate,6,2115.6,0.25,9520.2,5154.12,4366.08,No,CUST-1861
ORD-101329,2024-05-15,East,Bhubaneswar,Electronics,Power Bank,Retail Store,Home Office,3,7451.61,0.0,22354.83,15794.95,6559.88,No,CUST-1634
ORD-101330,2024-05-16,East,Bhubaneswar,Electronics,Power Bank,Online,Consumer,4,5005.52,,20022.08,11146.0,8876.08,No,CUST-1528
ORD-101331,2024-05-17,East,Bhubaneswar,Home & Kitchen,Air Fryer,Online,Consumer,8,5541.72,0.1,39900.38,24154.47,15745.91,No,CUST-1521
ORD-101332,2024-05-18,East,Guwahati,Home & Kitchen,Air Fryer,Online,Corporate,5,3483.8,0.25,13064.25,8709.74,-2970.33,Yes,CUST-1519
ORD-101333,2024-05-19,North,Jaipur,Electronics,Wireless Earbuds,Retail Store,Consumer,4,5529.49,0.2,17694.37,12566.86,5127.51,No,CUST-1509
ORD-101334,2024-05-19,West,Pune,Apparel,Wool Sweater,Online,Consumer,4,1324.17,0.0,5296.68,2920.3,2376.38,No,CUST-1315
ORD-101335,2024-05-19,South,Kochi,Electronics,Wireless Earbuds,Online,Home Office,2,6872.11,0.05,13057.01,9025.27,4031.74,No,CUST-1664
ORD-101336,2024-05-19,East,Bhubaneswar,Sports,Cricket Bat,Online,Consumer,5,4379.15,0.15,18611.39,10132.08,8479.31,No,CUST-1227
ORD-101337,2024-05-19,South,Kochi,Electronics,Bluetooth Speaker,Online,Consumer,5,6965.82,0.0,34829.1,23080.33,11748.77,No,CUST-1588
ORD-101338,2024-05-19,North,Delhi,Electronics,Power Bank,Online,Consumer,1,8163.77,0.25,6122.83,3666.29,2456.54,No,CUST-1473
ORD-101339,2024-05-19,South,,Apparel,Rain Jacket,Online,Consumer,4,3617.99,0.0,14471.96,10937.72,3534.24,No,CUST-1329
ORD-101340,2024-05-19,South,Hyderabad,Electronics,4K Monitor,Partner,Consumer,6,7789.65,0.0,46737.9,36179.38,10558.52,No,CUST-1723
ORD-101341,2024-05-19,South,Kochi,Electronics,Wireless Earbuds,Retail Store,Consumer,1,5950.48,0.0,5950.48,4197.83,1752.65,No,CUST-1286
ORD-101342,2024-05-20,North,Jaipur,Electronics,4K Monitor,Online,Corporate,8,6168.22,0.2,39476.61,29690.49,9786.12,No,CUST-1593
ORD-101343,2024-05-20,North,,Home & Kitchen,Chef Knife,Online,Consumer,7,5283.69,0.0,36985.83,18309.7,18676.13,No,CUST-1225
ORD-101344,2024-05-20,South,Bengaluru,Home & Kitchen,Espresso Machine,Retail Store,Home Office,6,4548.14,0.25,20466.63,13630.23,-7239.94,Yes,CUST-1180
ORD-101345,2024-05-20,South,Kochi,Home & Kitchen,Air Fryer,Online,Consumer,1,4635.91,0.3,3245.14,1672.74,1572.4,No,CUST-1517
ORD-101346,2024-05-21,West,Ahmedabad,Beauty,Face Wash,Online,Consumer,5,1452.25,0.0,7261.25,3931.24,3330.01,No,CUST-1878
ORD-101347,2024-05-21,North,Lucknow,Apparel,Cotton T-Shirt,Online,Consumer,8,2926.5,0.0,23412.0,14574.71,8837.29,No,CUST-1269
ORD-101348,2024-05-21,North,Delhi,Sports,Running Shoes,Retail Store,Consumer,1,2066.58,,1446.61,1005.19,441.42,No,CUST-1103
ORD-101349,2024-05-21,North,Delhi,Home & Kitchen,Cookware Set,Partner,Corporate,7,4336.56,0.0,30355.92,20887.7,9468.22,No,CUST-1108
ORD-101350,2024-05-21,South,Kochi,Beauty,Face Wash,Online,Consumer,7,1072.46,0.05,7131.86,5255.62,1876.24,No,CUST-1442
ORD-101351,2024-05-21,South,Bengaluru,Home & Kitchen,Chef Knife,Partner,Consumer,1,5987.59,0.25,4490.69,2849.62,1641.07,No,CUST-1704
ORD-101352,2024-05-22,East,,Apparel,Cotton T-Shirt,Retail Store,Consumer,2,2990.53,0.0,5981.06,4519.85,1461.21,No,CUST-1641
ORD-101353,2024-05-22,West,Pune,Electronics,Power Bank,Partner,Consumer,6,11432.16,0.15,58304.02,43320.08,14983.94,No,CUST-1188
ORD-101354,2024-05-22,North,Lucknow,Apparel,Cotton T-Shirt,Retail Store,Consumer,8,2145.54,0.05,16306.1,11906.53,4399.57,No,CUST-1751
ORD-101355,2024-05-23,East,Patna,Electronics,Power Bank,Retail Store,Consumer,7,6516.55,0.05,43335.06,22783.05,20552.01,No,CUST-1148
ORD-101356,2024-05-24,North,Lucknow,Apparel,Cotton T-Shirt,Retail Store,Consumer,5,2700.9,0.3,9453.15,5911.79,3541.36,No,CUST-1503
ORD-101357,2024-05-24,North,Jaipur,Electronics,4K Monitor,Retail Store,Corporate,5,6098.18,0.15,25917.26,17959.57,7957.69,No,CUST-1764
ORD-101358,2024-05-24,South,Hyderabad,Electronics,Bluetooth Speaker,Online,Corporate,5,6953.77,0.0,34768.85,26845.51,7923.34,No,CUST-1727
ORD-101359,2024-05-26,North,,Sports,Cricket Bat,Retail Store,Consumer,5,2950.52,0.3,10326.82,4686.76,-3082.77,Yes,CUST-1631
ORD-101360,2024-05-27,East,Patna,Home & Kitchen,Chef Knife,Retail Store,Consumer,7,2242.58,0.15,13343.35,7444.89,5898.46,No,CUST-1297
ORD-101361,2024-05-27,East,Kolkata,Home & Kitchen,Air Fryer,Online,Consumer,1,5443.26,0.0,5443.26,3064.42,2378.84,No,CUST-1689
ORD-101362,2024-05-27,East,Patna,Apparel,Denim Jeans,Online,Consumer,2,2297.74,0.05,4365.71,2380.26,1985.45,No,CUST-1347
ORD-101363,2024-05-29,South,Chennai,Home & Kitchen,Chef Knife,Online,Consumer,1,6784.09,,6784.09,4882.85,1901.24,No,CUST-1315
ORD-101364,2024-05-30,East,Kolkata,Sports,Yoga Mat,Online,Consumer,7,3253.76,0.15,19359.87,8999.89,-9350.42,Yes,CUST-1479
ORD-101365,2024-05-30,South,Hyderabad,Home & Kitchen,Air Fryer,Online,Home Office,6,3839.34,0.25,17277.03,9823.95,7453.08,No,CUST-1555
ORD-101366,2024-05-30,North,Lucknow,Home & Kitchen,Cookware Set,Online,Corporate,1,5003.03,0.0,5003.03,3426.35,1576.68,No,CUST-1188
ORD-101367,2024-05-30,North,Delhi,Apparel,Rain Jacket,Online,Consumer,1,1293.68,0.25,970.26,566.85,403.41,No,CUST-1838
ORD-101368,2024-05-30,East,Kolkata,Apparel,Cotton T-Shirt,Retail Store,Consumer,3,1757.91,0.3,3691.61,1836.73,1854.88,No,CUST-1780
ORD-101369,2024-05-31,West,Surat,Home & Kitchen,Chef Knife,Online,Consumer,2,6048.97,0.3,8468.56,5517.96,2950.6,No,CUST-1254
ORD-101370,2024-06-01,North,Lucknow,Sports,Dumbbell Set,Online,Consumer,5,3186.91,0.15,13544.37,8430.85,-1805.17,Yes,CUST-1217
ORD-101371,2024-06-01,South,Bengaluru,Apparel,Denim Jeans,Online,Consumer,4,2987.91,0.0,11951.64,9250.65,-4974.5,Yes,CUST-1062
ORD-101372,2024-06-02,East,Patna,Apparel,Wool Sweater,Online,Consumer,3,1409.27,0.0,4227.81,2946.84,1280.97,No,CUST-1365
ORD-101373,2024-06-03,West,Surat,Apparel,Denim Jeans,Online,Consumer,2,2352.14,0.3,3293.0,2553.52,739.48,No,CUST-1153
ORD-101374,2024-06-03,South,Kochi,Apparel,Denim Jeans,Partner,Consumer,6,2225.14,0.05,12683.3,6487.46,-2684.22,Yes,CUST-1837
ORD-101375,2024-06-03,East,Kolkata,Sports,Yoga Mat,Online,Corporate,7,4082.59,0.05,27149.22,19040.46,8108.76,No,CUST-1807
ORD-101376,2024-06-04,East,Bhubaneswar,Home & Kitchen,Air Fryer,Online,Consumer,6,6319.4,0.2,30333.12,19171.76,11161.36,No,CUST-1745
ORD-101377,2024-06-04,West,Surat,Apparel,Rain Jacket,Online,Home Office,7,2837.73,0.2,15891.29,10887.57,5003.72,No,CUST-1253
ORD-101378,2024-06-05,North,Lucknow,Apparel,Denim Jeans,Retail Store,Consumer,8,3330.16,0.25,19980.96,12074.33,7906.63,No,CUST-1621
ORD-101379,2024-06-05,West,Ahmedabad,Apparel,Rain Jacket,Online,Consumer,7,2285.86,0.25,12000.76,6241.46,5759.3,No,CUST-1442
ORD-101380,2024-06-05,North,Delhi,Electronics,Wireless Earbuds,Online,Consumer,6,9655.19,0.25,43448.36,20207.53,-18364.22,Yes,CUST-1245
ORD-101381,2024-06-06,West,Mumbai,Apparel,Rain Jacket,Online,Consumer,1,1916.56,0.0,1916.56,1392.64,523.92,No,CUST-1481
