ticket_id,created_at,category,priority,channel,agent,first_response_mins,resolution_hours,csat,reopened,summary
TKT-5287,2024-11-07 14:00,Bug,medium,email,,0.39,3.75,4.0,No,Invoice shows wrong GST number
TKT-5291,2024-05-25 12:00,bug,medium,email,Meera,1.21,4.6,4.0,No,Invoice shows wrong GST number
TKT-5569,2024-11-07 07:00,login issue,low,chat,Vikram,3.12,9.61,5.0,No,Request to merge duplicate accounts
TKT-6586,2025-03-24 16:00,Shipping,low,chat,Rahul,2.07,5.34,4.0,No,Unable to apply coupon code
TKT-5352,2024-06-11 20:00,billing,high,phone,Meera,0.2,2.35,4.0,No,Delivery delayed by courier
TKT-6253,2025-03-08 13:00,shipping,low,portal,Rahul,0.5,5.21,4.0,Yes,App crashes on checkout
TKT-6417,2024-08-26 22:00,shipping,low,portal,Ananya,0.35,5.23,4.0,No,Wants dark mode in the mobile app
TKT-6003,2025-04-28 02:00,bug,high,email,Ananya,1.76,5.89,2.0,No,Unable to apply coupon code
TKT-6462,2024-01-26 21:00,Login Issue,medium,email,Rahul,3.8,12.11,4.0,No,App crashes on checkout
TKT-6050,2024-10-04 00:00,BILLING,medium,email,Vikram,1.16,6.69,3.0,No,App crashes on checkout
TKT-5031,2024-05-03 20:00,feature request,high,chat,Ananya,0.72,5.75,4.0,No,Invoice shows wrong GST number
TKT-5553,2024-06-22 07:00,login issue,high,phone,Rahul,0.73,3.31,4.0,No,Customer cannot reset password
TKT-5837,2024-04-18 00:00,shipping,low,email,Rahul,1.91,4.91,5.0,No,Customer cannot reset password
TKT-5172,2025-02-24 11:00,billing,high,portal,Rahul,0.95,6.98,5.0,No,Delivery delayed by courier
TKT-6512,2025-02-09 10:00,login issue,high,chat,Vikram,1.0,2.55,4.0,No,Request to merge duplicate accounts
TKT-5095,2024-06-06 03:00,shipping,medium,email,Rahul,1.0,4.92,4.0,No,Refund not received after 14 days
TKT-5069,2024-09-12 21:00,Billing,low,email,Sara,2.3,14.22,4.0,No,Customer cannot reset password
TKT-5348,2024-04-08 11:00,Login Issue,medium,chat,Rahul,1.87,8.37,5.0,No,Customer cannot reset password
TKT-6286,2025-05-09 18:00,login issue,low,portal,Meera,1.83,9.04,4.0,No,Invoice shows wrong GST number
TKT-6147,2025-02-22 21:00,shipping,urgent,chat,Meera,0.45,1.51,4.0,No,Customer cannot reset password
TKT-5354,2025-06-12 07:00,feature request,high,portal,,0.49,1.25,3.0,No,App crashes on checkout
TKT-5908,2024-07-21 06:00,shipping,medium,phone,Meera,0.28,2.44,4.0,No,Wants dark mode in the mobile app
TKT-6008,2025-02-03 16:00,Login Issue,medium,phone,Ananya,1.52,7.09,4.0,No,Unable to apply coupon code
TKT-6360,2024-02-14 22:00,Login Issue,urgent,phone,Rahul,0.18,1.43,5.0,No,Request to merge duplicate accounts
TKT-5326,2024-05-08 20:00,feature request,high,email,Sara,1.82,4.92,4.0,Yes,Request to merge duplicate accounts
TKT-5005,2025-04-12 22:00,Billing,low,email,Meera,1.45,7.79,4.0,Yes,Request to merge duplicate accounts
TKT-5973,2024-09-15 09:00,shipping,low,portal,Vikram,8.04,27.65,3.0,No,App crashes on checkout
TKT-5298,2024-06-04 02:00,shipping,medium,chat,Meera,0.85,3.23,,No,App crashes on checkout
TKT-6481,2024-01-01 21:00,Billing,high,email,Sara,0.11,1.88,5.0,No,App crashes on checkout
TKT-5763,2025-05-25 04:00,shipping,high,chat,Ananya,1.15,3.1,5.0,No,Customer cannot reset password
TKT-5266,2024-08-31 15:00,Login Issue,high,chat,Sara,1.62,6.24,4.0,Yes,Invoice shows wrong GST number
TKT-5552,2025-03-27 09:00,login issue,low,email,Rahul,1.59,8.09,3.0,No,Customer cannot reset password
TKT-6182,2025-01-11 11:00,shipping,medium,email,Vikram,1.13,4.94,3.0,No,Invoice shows wrong GST number
TKT-5655,2024-10-17 08:00,billing,medium,portal,Imran,1.5,4.81,,No,Refund not received after 14 days
TKT-6033,2024-06-20 01:00,Billing,low,chat,Meera,0.45,6.36,,No,Request to merge duplicate accounts
TKT-5144,2025-06-25 00:00,Login Issue,medium,chat,Vikram,0.46,6.58,,No,Request to merge duplicate accounts
TKT-6185,2024-06-16 14:00,shipping,high,portal,Meera,0.8,2.11,3.0,No,Delivery delayed by courier
TKT-6100,2024-09-18 10:00,Feature Request,medium,chat,Rahul,0.88,3.87,4.0,No,Unable to apply coupon code
TKT-5296,2025-04-08 03:00,Billing,high,chat,Ananya,1.16,3.0,4.0,No,Unable to apply coupon code
TKT-6007,2024-10-01 11:00,Login Issue,low,phone,Rahul,1.32,12.03,4.0,No,Wants dark mode in the mobile app
TKT-6188,2024-11-04 18:00,Shipping,high,portal,Vikram,1.05,3.22,3.0,No,App crashes on checkout
TKT-5671,2024-11-30 20:00,Billing,urgent,email,Rahul,1.01,3.45,3.0,No,Refund not received after 14 days
TKT-6433,2024-11-02 09:00,Shipping,medium,chat,Ananya,0.66,9.03,4.0,No,Customer cannot reset password
TKT-5881,2025-04-08 20:00,Bug,low,chat,Meera,2.0,5.98,5.0,No,App crashes on checkout
TKT-5754,2024-10-29 11:00,BILLING,low,portal,Rahul,1.68,4.97,5.0,Yes,Wants dark mode in the mobile app
TKT-5988,2024-05-14 05:00,shipping,medium,portal,Sara,0.12,2.36,4.0,Yes,Invoice shows wrong GST number
TKT-5904,2024-09-07 02:00,Login Issue,high,phone,Sara,0.25,2.28,4.0,No,Request to merge duplicate accounts
TKT-5327,2024-01-21 09:00,bug,low,phone,Sara,4.05,19.13,3.0,No,Customer cannot reset password
TKT-6238,2024-06-11 06:00,Feature Request,high,chat,Imran,1.55,4.02,4.0,No,Wants dark mode in the mobile app
TKT-5824,2024-12-05 16:00,Login Issue,low,chat,Ananya,3.2,11.19,5.0,No,Delivery delayed by courier
TKT-6519,2024-09-08 02:00,shipping,medium,chat,Vikram,0.91,5.2,4.0,No,Customer cannot reset password
TKT-6332,2024-08-19 13:00,Shipping,medium,email,Meera,0.4,1.61,5.0,No,Unable to apply coupon code
TKT-5926,2024-10-21 23:00,login issue,medium,email,,2.47,12.12,3.0,No,Customer cannot reset password
TKT-6314,2025-05-06 21:00,billing,high,chat,Vikram,0.33,3.32,4.0,No,Invoice shows wrong GST number
TKT-5771,2025-06-21 17:00,feature request,medium,chat,Ananya,2.69,11.43,4.0,No,Unable to apply coupon code
TKT-5155,2024-12-26 17:00,shipping,medium,email,Vikram,2.18,8.43,5.0,No,Request to merge duplicate accounts
TKT-5654,2024-10-28 09:00,login issue,medium,chat,Imran,1.16,4.25,4.0,Yes,Invoice shows wrong GST number
TKT-5405,2024-09-29 21:00,billing,low,chat,Meera,0.74,8.21,5.0,Yes,Wants dark mode in the mobile app
TKT-6409,2024-06-03 08:00,billing,high,portal,Meera,0.42,2.38,3.0,No,Request to merge duplicate accounts
TKT-5791,2024-09-04 14:00,billing,low,email,Vikram,0.69,6.37,3.0,No,App crashes on checkout
TKT-5057,2024-03-25 02:00,shipping,low,portal,Sara,1.18,17.68,5.0,No,Refund not received after 14 days
TKT-5121,2024-12-30 06:00,shipping,medium,portal,Ananya,0.82,5.34,3.0,No,Customer cannot reset password
TKT-6247,2024-09-10 09:00,feature request,medium,email,Rahul,1.92,7.82,4.0,No,App crashes on checkout
TKT-5625,2024-05-06 18:00,Login Issue,low,chat,Ananya,1.97,8.33,4.0,No,Delivery delayed by courier
TKT-5488,2025-02-21 00:00,Login Issue,low,email,Rahul,0.78,4.62,3.0,Yes,Refund not received after 14 days
TKT-6552,2024-10-17 14:00,BILLING,urgent,chat,Imran,0.73,2.77,4.0,No,Refund not received after 14 days
TKT-6382,2024-07-07 22:00,Bug,urgent,portal,Rahul,0.65,3.31,5.0,No,Wants dark mode in the mobile app
TKT-5222,2025-01-18 16:00,Shipping,low,email,,2.95,11.63,4.0,No,Wants dark mode in the mobile app
TKT-5737,2024-06-30 19:00,bug,low,email,Rahul,1.32,9.69,5.0,No,Request to merge duplicate accounts
TKT-5993,2024-08-23 02:00,bug,low,chat,Sara,2.95,12.44,4.0,No,Customer cannot reset password
TKT-6241,2025-02-27 15:00,Bug,low,email,Imran,2.15,9.18,4.0,No,Wants dark mode in the mobile app
TKT-5784,2024-09-17 14:00,Feature Request,low,portal,Ananya,1.47,11.17,2.0,No,App crashes on checkout
TKT-6192,2024-04-02 19:00,login issue,high,email,Vikram,0.66,4.38,5.0,No,App crashes on checkout
TKT-6093,2024-08-01 22:00,billing,medium,chat,Sara,2.09,8.08,4.0,No,Wants dark mode in the mobile app
TKT-6173,2024-04-06 17:00,login issue,medium,email,Imran,0.79,6.56,4.0,No,Request to merge duplicate accounts
TKT-5016,2024-10-06 17:00,shipping,low,email,Meera,1.14,4.42,2.0,No,Invoice shows wrong GST number
TKT-5815,2025-04-01 02:00,Billing,high,email,Ananya,1.43,4.07,,No,App crashes on checkout
TKT-5641,2025-05-14 09:00,billing,urgent,email,Ananya,0.46,1.63,5.0,No,Unable to apply coupon code
TKT-5856,2024-05-13 11:00,BILLING,low,chat,Meera,0.71,13.66,4.0,No,Wants dark mode in the mobile app
TKT-6242,2025-06-08 23:00,bug,high,email,Vikram,1.48,4.04,5.0,No,Refund not received after 14 days
TKT-5422,2025-02-21 13:00,shipping,low,chat,,2.78,16.38,4.0,Yes,Customer cannot reset password
TKT-5852,2025-06-08 22:00,login issue,low,portal,Meera,0.8,13.32,4.0,No,Delivery delayed by courier
TKT-5872,2024-03-02 23:00,Bug,medium,phone,Imran,0.36,4.0,4.0,No,Delivery delayed by courier
TKT-6259,2025-03-13 02:00,billing,low,email,Ananya,0.78,7.33,,No,Wants dark mode in the mobile app
TKT-5901,2024-01-24 01:00,Shipping,low,email,Rahul,1.14,7.41,5.0,No,Invoice shows wrong GST number
TKT-5315,2024-12-25 09:00,billing,low,chat,Meera,0.46,6.89,4.0,No,Invoice shows wrong GST number
TKT-5865,2025-01-15 11:00,shipping,low,email,Sara,1.02,4.21,4.0,No,Customer cannot reset password
TKT-5663,2024-04-20 07:00,login issue,high,email,Vikram,1.44,4.0,5.0,Yes,App crashes on checkout
TKT-6392,2025-06-20 06:00,bug,low,portal,Imran,2.3,7.62,4.0,Yes,App crashes on checkout
TKT-5365,2024-10-09 18:00,shipping,urgent,email,Rahul,0.22,1.02,4.0,No,App crashes on checkout
TKT-6109,2024-01-25 08:00,shipping,low,portal,Ananya,1.41,4.41,4.0,No,Unable to apply coupon code
TKT-6296,2024-05-23 07:00,billing,low,portal,Imran,1.87,12.04,4.0,No,Wants dark mode in the mobile app
TKT-6187,2024-11-22 04:00,bug,medium,chat,Vikram,1.63,6.0,4.0,Yes,Delivery delayed by courier
TKT-5377,2025-02-11 00:00,login issue,medium,email,Rahul,1.79,6.64,2.0,No,Request to merge duplicate accounts
TKT-5372,2024-08-11 13:00,login issue,high,chat,Meera,1.37,3.53,3.0,No,Delivery delayed by courier
TKT-6556,2025-05-03 16:00,Login Issue,urgent,email,Sara,0.87,5.52,4.0,Yes,Invoice shows wrong GST number
TKT-5659,2024-06-06 01:00,login issue,low,email,Rahul,3.24,8.43,3.0,No,App crashes on checkout
TKT-5789,2024-01-07 16:00,Billing,low,phone,Ananya,1.36,5.26,5.0,Yes,Unable to apply coupon code
TKT-6267,2024-07-22 02:00,Shipping,low,portal,Ananya,0.51,8.1,5.0,No,Invoice shows wrong GST number
TKT-6210,2024-12-05 17:00,billing,medium,chat,Ananya,1.49,6.26,4.0,No,Customer cannot reset password
TKT-6085,2025-04-02 07:00,login issue,high,chat,Rahul,0.15,0.92,4.0,No,Unable to apply coupon code
TKT-5079,2024-12-31 01:00,Feature Request,urgent,chat,Rahul,0.62,3.01,4.0,No,App crashes on checkout
TKT-5826,2025-01-05 23:00,login issue,medium,email,Ananya,2.8,8.3,4.0,No,Wants dark mode in the mobile app
TKT-6419,2024-09-16 13:00,login issue,high,chat,Meera,0.49,7.83,4.0,No,Delivery delayed by courier
TKT-6598,2025-04-05 15:00,Billing,low,chat,Vikram,6.0,18.49,4.0,No,Invoice shows wrong GST number
TKT-6281,2025-02-06 23:00,Billing,low,email,Vikram,0.75,4.17,3.0,No,App crashes on checkout
TKT-5426,2025-04-16 01:00,Login Issue,medium,email,Ananya,0.74,6.03,4.0,No,Unable to apply coupon code
TKT-5013,2025-02-18 19:00,Feature Request,medium,email,Vikram,0.83,8.15,3.0,No,Delivery delayed by courier
TKT-6274,2025-02-19 16:00,login issue,high,chat,Rahul,1.0,3.02,5.0,Yes,Delivery delayed by courier
TKT-5449,2024-06-05 02:00,shipping,medium,email,Meera,0.68,4.24,3.0,No,Request to merge duplicate accounts
TKT-5752,2024-02-17 00:00,login issue,medium,chat,,0.24,3.26,5.0,No,Request to merge duplicate accounts
TKT-5746,2024-10-17 01:00,BILLING,high,chat,Imran,0.83,3.39,3.0,No,Delivery delayed by courier
TKT-5124,2025-04-11 00:00,Billing,high,portal,,1.86,4.78,4.0,Yes,Unable to apply coupon code
TKT-6315,2024-06-11 22:00,shipping,high,chat,Sara,0.34,1.49,4.0,Yes,Invoice shows wrong GST number
TKT-6542,2024-02-18 10:00,bug,low,chat,,0.31,5.5,5.0,No,Request to merge duplicate accounts
TKT-6445,2024-01-20 12:00,Billing,medium,email,Imran,0.7,6.05,3.0,No,Invoice shows wrong GST number
TKT-5221,2024-09-05 09:00,bug,urgent,email,Sara,0.1,1.19,5.0,No,Refund not received after 14 days
TKT-5971,2024-08-16 00:00,Bug,low,email,Meera,0.44,6.52,5.0,No,Customer cannot reset password
TKT-6323,2025-04-28 04:00,Billing,medium,email,Meera,0.16,2.48,4.0,No,Refund not received after 14 days
TKT-5212,2025-03-06 00:00,Login Issue,medium,chat,Vikram,1.13,11.42,5.0,Yes,Invoice shows wrong GST number
TKT-5757,2024-07-27 21:00,Login Issue,low,portal,Imran,1.71,10.43,3.0,No,Request to merge duplicate accounts
TKT-6229,2024-06-06 02:00,Feature Request,low,email,Vikram,2.07,6.74,3.0,No,Invoice shows wrong GST number
TKT-5770,2024-12-21 07:00,Login Issue,urgent,phone,Sara,0.42,1.76,,No,Delivery delayed by courier
TKT-5191,2024-12-09 12:00,Bug,high,phone,Vikram,0.32,2.07,5.0,No,Wants dark mode in the mobile app
TKT-5409,2024-01-08 14:00,Login Issue,low,email,Sara,6.49,19.92,4.0,No,Request to merge duplicate accounts
TKT-5393,2024-11-22 15:00,Shipping,urgent,phone,Imran,0.32,1.94,5.0,No,Refund not received after 14 days
TKT-5780,2025-04-23 11:00,shipping,urgent,email,Vikram,0.18,1.03,3.0,Yes,Refund not received after 14 days
TKT-6233,2025-02-12 17:00,Login Issue,medium,chat,Imran,2.75,8.23,4.0,No,Delivery delayed by courier
TKT-5899,2024-12-01 21:00,bug,low,portal,Meera,1.5,5.7,4.0,No,Customer cannot reset password
TKT-5664,2024-11-21 14:00,bug,medium,chat,Meera,2.03,7.91,5.0,No,Wants dark mode in the mobile app
TKT-5938,2024-09-08 14:00,feature request,low,chat,Meera,1.07,3.85,4.0,No,App crashes on checkout
TKT-5702,2024-04-01 09:00,login issue,urgent,chat,Meera,1.47,5.36,5.0,No,Wants dark mode in the mobile app
TKT-5633,2024-07-25 19:00,Billing,low,email,Rahul,0.71,4.89,4.0,No,Request to merge duplicate accounts
TKT-5170,2024-02-27 20:00,login issue,low,portal,Sara,1.45,5.28,4.0,No,Unable to apply coupon code
TKT-6225,2025-06-12 13:00,Login Issue,medium,chat,Meera,4.24,12.33,4.0,No,App crashes on checkout
TKT-5183,2025-01-14 11:00,Login Issue,low,chat,Sara,6.61,18.3,4.0,No,App crashes on checkout
TKT-6491,2024-09-23 18:00,bug,medium,phone,Meera,3.32,9.99,4.0,No,Unable to apply coupon code
TKT-5097,2025-01-06 23:00,Billing,low,chat,Imran,3.92,12.57,5.0,Yes,Invoice shows wrong GST number
TKT-6335,2025-06-28 07:00,feature request,urgent,portal,Vikram,0.61,6.92,5.0,No,Customer cannot reset password
TKT-6423,2025-01-02 15:00,Billing,low,email,Meera,7.15,19.39,3.0,No,App crashes on checkout
TKT-5735,2024-12-31 19:00,Login Issue,high,phone,Rahul,0.72,2.6,4.0,No,Invoice shows wrong GST number
TKT-5635,2025-01-08 17:00,Shipping,high,email,Ananya,1.4,3.57,4.0,No,App crashes on checkout
TKT-5267,2024-07-08 01:00,bug,low,portal,Vikram,5.06,23.9,4.0,No,Unable to apply coupon code
TKT-5102,2025-03-14 16:00,billing,urgent,chat,Ananya,0.43,2.92,4.0,No,Refund not received after 14 days
TKT-5974,2024-03-21 14:00,bug,medium,chat,Meera,0.89,2.9,5.0,Yes,Unable to apply coupon code
TKT-6577,2025-03-11 13:00,Feature Request,low,phone,,3.64,11.23,4.0,No,Wants dark mode in the mobile app
TKT-6381,2024-06-04 01:00,Shipping,high,phone,Imran,0.21,3.86,4.0,Yes,Refund not received after 14 days
TKT-5431,2025-02-06 17:00,Feature Request,medium,portal,Meera,1.98,5.01,5.0,No,Wants dark mode in the mobile app
TKT-6279,2025-04-16 16:00,billing,low,phone,Ananya,4.32,12.29,3.0,No,Request to merge duplicate accounts
TKT-6472,2024-09-01 20:00,Bug,low,portal,Rahul,1.97,7.87,4.0,Yes,Refund not received after 14 days
TKT-5773,2025-01-26 04:00,Bug,urgent,chat,Vikram,0.47,1.6,2.0,No,App crashes on checkout
TKT-5665,2025-01-13 15:00,bug,medium,chat,Sara,0.54,6.91,4.0,No,Delivery delayed by courier
TKT-5235,2025-01-27 02:00,bug,medium,email,Ananya,1.53,12.9,3.0,No,Invoice shows wrong GST number
TKT-6049,2024-03-06 05:00,Bug,high,portal,Rahul,0.18,1.64,4.0,No,Invoice shows wrong GST number
TKT-5834,2025-04-10 14:00,Shipping,low,email,Meera,3.1,9.07,4.0,No,App crashes on checkout
TKT-6232,2025-06-12 20:00,login issue,medium,chat,Rahul,1.44,6.54,5.0,No,Request to merge duplicate accounts
TKT-5750,2025-06-07 21:00,Billing,low,email,Sara,1.22,16.11,4.0,No,Delivery delayed by courier
TKT-5154,2024-08-24 16:00,Shipping,low,chat,Ananya,2.88,8.48,4.0,No,Unable to apply coupon code
TKT-6478,2024-05-05 15:00,shipping,low,chat,Ananya,0.94,10.1,4.0,No,Unable to apply coupon code
TKT-6362,2024-07-10 05:00,Login Issue,low,email,,0.99,10.8,5.0,No,Customer cannot reset password
TKT-6425,2025-03-19 23:00,login issue,medium,phone,Meera,0.84,2.89,5.0,No,Delivery delayed by courier
TKT-5176,2025-01-25 19:00,Login Issue,medium,chat,Vikram,2.82,9.49,4.0,No,Unable to apply coupon code
TKT-6436,2024-08-20 19:00,Billing,medium,portal,Ananya,1.47,7.42,5.0,No,Unable to apply coupon code
TKT-5985,2024-12-21 13:00,shipping,medium,email,Rahul,2.11,5.42,4.0,No,App crashes on checkout
TKT-6554,2024-09-06 12:00,Login Issue,low,phone,Sara,3.08,9.16,5.0,No,Unable to apply coupon code
TKT-6128,2024-10-30 02:00,billing,high,portal,Vikram,0.31,3.18,4.0,No,App crashes on checkout
TKT-5614,2025-01-08 23:00,Billing,low,email,Rahul,2.0,12.95,4.0,Yes,Unable to apply coupon code
TKT-6015,2025-04-01 08:00,feature request,low,email,Ananya,1.29,10.48,3.0,No,App crashes on checkout
TKT-6120,2024-01-08 13:00,Login Issue,medium,chat,Rahul,2.49,10.29,4.0,Yes,Unable to apply coupon code
TKT-5451,2025-05-19 00:00,billing,medium,portal,Meera,4.5,11.77,5.0,No,App crashes on checkout
TKT-5793,2025-03-25 20:00,Login Issue,medium,portal,Ananya,3.28,8.57,5.0,No,App crashes on checkout
TKT-5800,2024-01-07 14:00,shipping,high,chat,Ananya,2.36,8.38,4.0,No,Refund not received after 14 days
TKT-6496,2024-10-27 09:00,bug,low,portal,Meera,0.57,11.24,4.0,No,Unable to apply coupon code
TKT-5532,2024-03-25 22:00,feature request,medium,phone,Vikram,1.35,6.56,4.0,No,Delivery delayed by courier
TKT-5980,2024-11-17 09:00,Billing,low,portal,Sara,2.24,7.02,,No,App crashes on checkout
TKT-5190,2025-01-07 14:00,bug,high,email,Sara,0.93,2.78,3.0,No,App crashes on checkout
TKT-6336,2024-12-13 20:00,login issue,low,phone,Imran,3.63,9.47,4.0,Yes,App crashes on checkout
TKT-5742,2024-12-11 19:00,login issue,urgent,portal,Sara,0.6,2.15,4.0,No,Wants dark mode in the mobile app
TKT-5437,2025-05-20 12:00,Login Issue,low,email,Rahul,2.34,10.92,3.0,Yes,Request to merge duplicate accounts
TKT-5562,2024-09-25 17:00,Feature Request,low,email,Rahul,2.42,7.0,5.0,No,Unable to apply coupon code
TKT-5658,2024-02-09 11:00,Shipping,low,chat,Meera,2.76,12.06,3.0,No,Unable to apply coupon code
TKT-5403,2025-06-13 15:00,bug,medium,email,Ananya,2.04,7.87,3.0,No,Request to merge duplicate accounts
TKT-6178,2024-05-21 05:00,bug,high,chat,Rahul,0.54,1.37,4.0,No,Unable to apply coupon code
TKT-5028,2024-10-24 06:00,shipping,medium,chat,Ananya,6.08,15.8,4.0,No,Refund not received after 14 days
TKT-5854,2024-06-05 20:00,Shipping,low,email,Vikram,1.81,11.97,4.0,No,Delivery delayed by courier
TKT-6275,2025-01-23 17:00,feature request,high,phone,Meera,0.73,2.64,4.0,Yes,App crashes on checkout
TKT-6504,2024-11-21 14:00,Login Issue,medium,portal,Rahul,1.23,23.41,5.0,No,Refund not received after 14 days
TKT-5300,2024-07-17 04:00,billing,medium,chat,Sara,2.63,9.47,5.0,No,Unable to apply coupon code
TKT-5591,2025-05-06 22:00,Bug,high,chat,Ananya,0.1,1.5,4.0,No,App crashes on checkout
TKT-6553,2024-12-03 10:00,feature request,high,email,Meera,0.07,1.3,5.0,No,Delivery delayed by courier
TKT-6097,2025-02-15 15:00,login issue,high,phone,Ananya,1.14,4.02,4.0,No,Request to merge duplicate accounts
TKT-5629,2024-07-18 16:00,Login Issue,medium,email,Meera,1.52,5.94,3.0,No,Unable to apply coupon code
TKT-6129,2024-12-19 18:00,Login Issue,medium,portal,Meera,0.82,4.0,2.0,No,Unable to apply coupon code
TKT-5792,2025-01-28 19:00,Shipping,medium,email,Rahul,0.4,1.32,4.0,No,Delivery delayed by courier
TKT-5995,2024-12-07 04:00,login issue,urgent,email,Rahul,0.96,5.19,,No,Wants dark mode in the mobile app
TKT-5469,2025-05-23 11:00,Login Issue,low,email,Ananya,1.25,4.5,4.0,No,Invoice shows wrong GST number
TKT-6022,2025-04-18 08:00,feature request,medium,portal,Ananya,2.16,7.33,5.0,No,App crashes on checkout
TKT-5972,2024-09-17 02:00,bug,high,email,Vikram,0.7,2.65,,No,Request to merge duplicate accounts
TKT-5568,2024-12-16 04:00,Billing,medium,chat,Rahul,3.97,11.27,4.0,Yes,Request to merge duplicate accounts
TKT-6566,2025-06-11 16:00,login issue,medium,phone,Vikram,0.36,1.75,3.0,No,Customer cannot reset password
TKT-6068,2024-06-30 19:00,feature request,low,email,Ananya,27.09,82.39,4.0,Yes,Request to merge duplicate accounts
TKT-6454,2024-11-07 19:00,Shipping,medium,portal,Ananya,7.1,18.47,5.0,No,Request to merge duplicate accounts
TKT-5932,2024-05-20 08:00,bug,low,portal,Vikram,0.23,3.6,4.0,No,Refund not received after 14 days
TKT-5179,2024-09-30 01:00,Billing,urgent,portal,Ananya,0.87,2.96,4.0,No,App crashes on checkout
TKT-5548,2024-10-08 05:00,Login Issue,urgent,phone,Imran,0.35,3.13,3.0,No,Delivery delayed by courier
TKT-5072,2024-09-09 07:00,Shipping,high,chat,Rahul,2.53,6.92,,No,Unable to apply coupon code
TKT-5590,2025-03-12 09:00,Shipping,high,email,Sara,1.03,2.62,3.0,No,Wants dark mode in the mobile app
TKT-6384,2024-07-29 13:00,feature request,medium,email,Rahul,0.59,2.4,4.0,No,Invoice shows wrong GST number
TKT-5187,2024-07-26 15:00,billing,low,email,Sara,2.12,7.63,5.0,No,Delivery delayed by courier
TKT-6072,2025-02-16 07:00,Shipping,medium,chat,Meera,0.51,4.23,5.0,No,Refund not received after 14 days
TKT-5105,2025-03-04 20:00,bug,low,email,Rahul,1.96,5.89,5.0,No,Delivery delayed by courier
TKT-5376,2025-02-05 10:00,Login Issue,medium,phone,Vikram,2.09,6.06,,No,Refund not received after 14 days
TKT-6028,2024-11-04 02:00,shipping,urgent,chat,Ananya,0.94,3.57,3.0,Yes,App crashes on checkout
TKT-5953,2024-08-21 04:00,Bug,low,portal,Ananya,6.55,23.3,4.0,No,Delivery delayed by courier
TKT-5547,2024-11-18 04:00,login issue,high,email,Rahul,0.34,0.84,5.0,No,Wants dark mode in the mobile app
TKT-5467,2024-11-20 20:00,Shipping,medium,phone,Rahul,0.25,2.88,5.0,No,Invoice shows wrong GST number
TKT-5775,2025-06-02 09:00,BILLING,low,email,Ananya,2.27,19.9,3.0,No,Customer cannot reset password
TKT-6568,2025-05-10 15:00,login issue,medium,email,Meera,0.72,3.81,4.0,Yes,App crashes on checkout
TKT-5361,2025-04-30 11:00,bug,high,chat,Ananya,1.36,6.38,3.0,No,Request to merge duplicate accounts
TKT-5040,2024-03-31 01:00,billing,urgent,chat,Rahul,0.53,1.91,3.0,No,Wants dark mode in the mobile app
TKT-6011,2025-03-11 22:00,Login Issue,low,chat,Rahul,3.69,14.31,4.0,No,Delivery delayed by courier
TKT-5081,2024-08-26 05:00,Feature Request,low,email,Rahul,1.45,8.12,4.0,No,Request to merge duplicate accounts
TKT-5798,2024-06-20 21:00,Bug,low,portal,Meera,2.74,15.56,5.0,No,App crashes on checkout
TKT-6106,2024-05-13 00:00,Login Issue,medium,email,Ananya,0.62,4.11,4.0,No,Delivery delayed by courier
TKT-5602,2025-02-06 18:00,Shipping,low,portal,Meera,1.1,9.02,4.0,No,Refund not received after 14 days
TKT-5268,2024-11-29 18:00,billing,medium,portal,Ananya,0.7,3.76,4.0,Yes,Wants dark mode in the mobile app
TKT-6243,2024-09-23 21:00,shipping,low,email,Rahul,2.99,18.78,3.0,No,Wants dark mode in the mobile app
TKT-5328,2024-03-17 23:00,bug,medium,portal,Sara,0.5,5.66,3.0,No,Request to merge duplicate accounts
TKT-6488,2024-03-01 13:00,Billing,urgent,chat,Ananya,0.41,1.79,4.0,No,Customer cannot reset password
TKT-6531,2024-01-06 01:00,login issue,medium,portal,Vikram,4.28,12.66,3.0,No,Request to merge duplicate accounts
TKT-6407,2025-04-21 12:00,Login Issue,medium,email,Ananya,2.11,6.27,,No,Wants dark mode in the mobile app
TKT-5351,2024-01-25 11:00,shipping,high,email,Meera,0.62,3.13,4.0,No,Delivery delayed by courier
TKT-5101,2024-04-18 22:00,login issue,medium,phone,Ananya,1.53,5.82,4.0,No,Delivery delayed by courier
TKT-6422,2024-11-17 00:00,Login Issue,medium,portal,Rahul,3.6,9.15,5.0,No,Customer cannot reset password
TKT-5453,2024-01-14 13:00,Feature Request,low,phone,Rahul,1.11,5.13,,No,Refund not received after 14 days
TKT-6059,2024-06-18 11:00,login issue,high,email,Meera,0.44,6.86,5.0,No,Wants dark mode in the mobile app
TKT-5958,2025-06-13 10:00,shipping,medium,chat,Sara,1.22,6.75,4.0,No,Wants dark mode in the mobile app
TKT-5033,2024-10-29 05:00,bug,low,chat,Ananya,13.19,37.84,5.0,No,Wants dark mode in the mobile app
TKT-6055,2025-06-26 12:00,Shipping,high,email,Rahul,0.63,4.91,4.0,No,Unable to apply coupon code
TKT-5530,2024-11-22 05:00,Bug,medium,portal,Rahul,0.65,8.67,4.0,No,Request to merge duplicate accounts
TKT-6363,2024-04-20 01:00,Login Issue,low,portal,Rahul,1.56,9.96,5.0,No,Unable to apply coupon code
TKT-5492,2025-02-14 13:00,feature request,medium,portal,Vikram,0.83,5.58,,No,Request to merge duplicate accounts
