week_start,channel,campaign,spend,impressions,clicks,conversions,revenue,ctr_pct,cpc,roas
2023-05-08,Email,Email-2305,647.99,2799,28,1,2922.21,1.012,22.86,4.51
2023-07-31,Social,Social-2307,3451.17,5698,119,6,16765.53,2.1,28.84,4.86
2025-06-02,Social,Social-2506,1322.69,2083,42,1,4164.89,2.04,31.11,3.15
2024-03-18,Email,Email-2403,834.01,4298,35,1,3546.25,0.818,23.71,4.25
2024-09-16,Display,Display-2409,524.08,1307,16,0,701.95,1.282,31.28,1.34
2024-12-30,Email,Email-2412,2319.34,11962,107,5,12469.59,0.898,21.6,5.38
2024-01-22,Affiliate,Affiliate-2401,893.63,1869,35,1,4533.41,1.924,24.84,5.07
2025-03-24,Display,Display-2503,1793.54,4333,65,3,5964.52,1.513,27.36,3.33
2025-04-21,Affiliate,Affiliate-2504,1132.39,1926,38,2,,1.974,29.78,4.72
2024-04-29,Affiliate,Affiliate-2404,775.59,1475,33,1,,2.266,23.19,5.55
2024-06-03,Affiliate,Affiliate-2406,2881.49,5471,103,4,12140.28,1.886,27.92,4.21
2024-07-15,Paid Search,Paid-2407,1316.84,1408,51,1,6907.39,3.646,25.64,5.25
2023-12-25,Email,Email-2312,2872.31,12153,135,6,18232.27,1.115,21.2,6.35
2023-04-10,Email,Email-2304,1253.0,5380,48,1,4266.24,0.903,25.79,3.4
2023-10-02,Paid Search,Paid-2310,3831.44,4091,122,3,12582.78,2.982,31.41,3.28
2024-11-04,Display,Display-2411,2120.71,6481,90,5,9000.34,1.398,23.4,4.24
2023-07-10,Email,Email-2307,1021.56,5325,47,2,6071.59,0.897,21.37,5.94
2024-11-18,Affiliate,Affiliate-2411,835.31,1607,30,1,5175.42,1.898,27.38,6.2
2025-02-10,Paid Search,Paid-2502,910.42,901,23,0,2967.14,2.551,39.57,3.26
2024-10-07,Email,Email-2410,2324.4,9164,101,3,8325.62,1.104,22.98,3.58
2023-10-09,Social,Social-2310,2811.64,4463,94,3,8038.35,2.111,29.83,2.86
2024-03-11,Email,Email-2403,2033.27,8255,95,5,12958.02,1.161,21.22,6.37
2024-02-12,Paid Search,Paid-2402,4166.25,5235,128,5,18584.65,2.457,32.39,4.46
2023-09-18,Affiliate,Affiliate-2309,484.55,941,21,0,2262.42,2.271,22.68,4.67
2023-06-05,Email,Email-2306,479.07,2364,25,1,3275.22,1.063,19.06,6.84
2023-09-11,Display,Display-2309,1160.18,3087,35,1,2033.0,1.137,33.03,1.75
2023-07-31,Email,Email-2307,1074.05,5157,46,1,5284.75,0.903,23.07,4.92
2024-04-01,Paid Search,Paid-2404,2522.84,2934,94,3,11340.53,3.224,26.66,4.5
2023-02-27,Affiliate,Affiliate-2302,465.69,841,15,0,1752.09,1.833,30.17,3.76
2024-09-09,Affiliate,Affiliate-2409,1778.78,3399,55,2,9611.07,1.63,32.1,5.4
2023-01-09,Social,Social-2301,1605.64,2807,57,2,5077.01,2.046,27.95,3.16
2023-12-18,Paid Search,Paid-2312,2023.17,1946,48,2,8130.4,2.496,41.64,4.02
2023-04-17,Paid Search,Paid-2304,1411.39,1305,35,1,4650.27,2.682,40.32,3.29
2024-12-16,Email,Email-2412,2375.8,9252,75,2,6794.1,0.821,31.27,2.86
2024-07-01,Social,Social-2407,1574.79,2747,68,3,7988.36,2.502,22.91,5.07
2024-08-26,Email,Email-2408,2293.18,11450,108,5,,0.951,21.05,7.72
2023-04-03,Display,Display-2304,1402.71,3658,40,1,2614.07,1.102,34.8,1.86
2023-08-21,Email,Email-2308,1013.77,4200,35,1,4935.0,0.835,28.9,4.87
2025-02-10,Affiliate,Affiliate-2502,653.84,1114,18,0,3161.99,1.643,35.72,4.84
2024-05-27,Social,Social-2405,1231.41,1732,44,1,3270.66,2.555,27.81,2.66
2024-04-29,Paid Search,Paid-2404,3486.68,4068,129,5,18033.2,3.191,26.86,5.17
2025-03-24,Affiliate,Affiliate-2503,1827.73,3740,72,3,10574.62,1.948,25.09,5.79
2025-01-20,Paid Search,Paid-2501,2069.27,2268,64,3,11065.64,2.855,31.95,5.35
2024-07-08,Display,Display-2407,3495.78,8517,104,4,6920.19,1.229,33.4,1.98
2023-09-18,Paid Search,Paid-2309,1936.61,2410,70,4,13728.52,2.93,27.43,7.09
2024-04-29,Display,Display-2404,2881.63,8326,129,6,9859.05,1.56,22.18,3.42
2025-05-12,Paid Search,Paid-2505,1201.73,1493,37,1,6022.6,2.491,32.3,5.01
2023-10-23,Social,Social-2310,1059.31,1861,42,2,4789.64,2.293,24.82,4.52
2025-03-17,Affiliate,Affiliate-2503,1908.17,3682,60,2,7527.28,1.654,31.33,3.94
2024-12-02,Email,Email-2412,941.82,4744,40,1,4568.4,0.858,23.15,4.85
2025-01-20,Email,Email-2501,3206.5,12863,143,8,20136.87,1.117,22.31,6.28
2023-10-02,Social,Social-2310,731.51,1242,24,1,2535.23,1.965,29.95,3.47
2023-09-04,Paid Search,Paid-2309,973.28,941,33,1,4148.44,3.561,29.03,4.26
